出發日期,出發時間,出發機場代號,抵達時間,抵達機場代號,航空公司,停靠站數量,停留時間,飛行時間,是否過夜,機型,航班代碼,艙等,價格歷史
12月21日 週六,上午10:45。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,11 小時 25 分鐘,26 小時 10 分鐘,No,Boeing 777,CX 489,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,361, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $24,616, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,000, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,989, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,下午3:50。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,6 小時 30 分鐘,21 小時 5 分鐘,No,Airbus A330,CX 443,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,386, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $19,424, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,下午6:35。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,3 小時 45 分鐘,18 小時 20 分鐘,No,Airbus A321neo,CX 473,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $19,424, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,943, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,晚上7:30。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,2 小時 50 分鐘,17 小時 25 分鐘,No,Boeing 777,CX 565,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $24,618, 09/10 - $24,616, 09/11 - $24,624, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,晚上7:40。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,2 小時 40 分鐘,17 小時 15 分鐘,No,Boeing 777,CX 451,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $19,424, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,晚上8:15。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,2 小時 5 分鐘,16 小時 40 分鐘,No,Airbus A350,CX 531,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $19,424, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,晚上9:15。,TPE,晚上8:55。,HKG,國泰航空,需轉機 1 次的航班。,未找到停留時間,15 小時 40 分鐘,No,Boeing 777,CX 479,經濟艙,"08/22 - $24,386, 08/23 - $24,384, 08/24 - $24,397, 08/25 - $24,397, 08/26 - $24,397, 08/27 - $24,365, 08/28 - $24,364, 08/29 - $24,382, 08/30 - $24,394, 08/31 - $24,382, 09/01 - $23,361, 09/02 - $23,361, 09/03 - $23,379, 09/04 - $23,386, 09/05 - $23,393, 09/06 - $23,401, 09/07 - $23,388, 09/08 - $23,388, 09/09 - $23,388, 09/10 - $24,616, 09/11 - $24,624, 09/12 - $17,489, 09/13 - $22,034, 09/14 - $22,032, 09/15 - $22,032, 09/16 - $22,032, 09/17 - $21,999, 09/18 - $21,983, 09/19 - $21,990, 09/20 - $22,003, 09/21 - $22,000, 09/22 - $22,000, 09/23 - $22,000, 09/24 - $22,006, 09/25 - $22,017, 09/26 - $21,998, 09/27 - $21,993, 09/28 - $21,974, 09/29 - $21,974, 09/30 - $21,974, 10/01 - $21,943, 10/02 - $21,957, 10/03 - $21,989, 10/04 - $21,996, 10/05 - $22,021, 10/06 - $22,021, 10/07 - $22,021, 10/08 - $22,069, 10/09 - $22,048, 10/10 - $22,051, 10/11 - $22,056, 10/12 - $22,060, 10/13 - $22,060, 10/14 - $22,060, 10/15 - $22,042, 10/16 - $22,048, 10/17 - $22,049, 10/18 - $22,047, 10/19 - $22,040, 10/20 - $22,040, "
12月21日 週六,晚上7:40。,TPE,下午3:10。,LAX,長榮航空,直達航班。,Non-stop,11 小時 30 分鐘,No,Boeing 777,BR 12,經濟艙,"08/22 - $24,629, 08/23 - $24,567, 08/24 - $24,573, 08/25 - $24,573, 08/26 - $24,573, 08/27 - $24,555, 08/28 - $24,554, 08/29 - $24,555, 08/30 - $24,561, 08/31 - $24,555, 09/01 - $24,555, 09/02 - $24,555, 09/03 - $24,567, 09/04 - $24,572, 09/05 - $24,576, 09/06 - $24,581, 09/07 - $24,572, 09/08 - $24,364, 09/09 - $24,364, 09/10 - $24,363, 09/11 - $24,367, 09/12 - $24,449, 09/13 - $24,446, 09/14 - $24,443, 09/15 - $24,443, 09/16 - $24,443, 09/17 - $24,424, 09/18 - $24,414, 09/19 - $27,319, 09/20 - $24,426, 09/21 - $27,325, 09/22 - $27,325, 09/23 - $27,325, 09/24 - $27,257, 09/25 - $27,265, 09/26 - $27,253, 09/27 - $24,419, 09/28 - $27,238, 09/29 - $27,238, 09/30 - $24,346, 10/01 - $24,330, 10/02 - $24,337, 10/03 - $24,357, 10/04 - $24,360, 10/05 - $24,360, 10/06 - $24,376, 10/07 - $24,376, 10/08 - $24,405, 10/09 - $24,392, 10/10 - $24,394, 10/11 - $24,396, 10/12 - $24,400, 10/13 - $24,400, 10/14 - $24,400, 10/15 - $22,410, 10/16 - $22,414, 10/17 - $22,414, 10/18 - $22,413, 10/19 - $20,938, 10/20 - $22,410, "
12月21日 週六,上午11:10。,TPE,下午6:06。,SFO,聯合航空,需轉機 1 次的航班。,未找到停留時間,22 小時 56 分鐘,No,Boeing 777,UA 872,經濟艙,"08/22 - $20,324, 08/23 - $20,324, 08/24 - $20,330, 08/25 - $20,330, 08/26 - $20,330, 08/27 - $20,314, 08/28 - $20,314, 08/29 - $20,323, 08/30 - $20,327, 08/31 - $20,323, 09/01 - $35,196, 09/02 - $35,196, 09/03 - $35,206, 09/04 - $35,210, 09/05 - $35,365, 09/06 - $35,217, 09/07 - $37,033, 09/08 - $28,125, 09/09 - $28,125, 09/10 - $28,124, 09/11 - $30,435, 09/12 - $19,471, 09/13 - $19,468, 09/14 - $19,465, 09/15 - $22,423, 09/16 - $22,423, 09/17 - $22,472, 09/18 - $22,465, 09/19 - $22,468, 09/20 - $22,540, 09/21 - $22,537, 09/22 - $19,449, 09/23 - $19,449, 09/24 - $20,122, 09/25 - $20,128, 09/26 - $20,118, 09/27 - $20,116, 09/28 - $20,106, 09/29 - $22,361, 09/30 - $20,106, 10/01 - $20,093, 10/02 - $20,099, 10/03 - $20,116, 10/04 - $20,118, 10/05 - $19,296, 10/06 - $19,296, 10/07 - $19,296, 10/08 - $22,488, 10/09 - $22,446, 10/10 - $22,575, 10/11 - $22,449, 10/12 - $22,452, 10/13 - $22,708, 10/14 - $23,126, 10/15 - $22,635, 10/16 - $22,799, 10/17 - $22,574, 10/18 - $23,440, 10/19 - $23,148, 10/20 - $22,827, "
12月21日 週六,上午10:45。,TPE,下午4:32。,SEA,達美航空,需轉機 1 次的航班。,7 小時 40 分鐘,21 小時 47 分鐘,No,Airbus A330-900neo,DL 68,經濟艙,"08/22 - $32,453, 08/23 - $32,453, 08/24 - $32,459, 08/25 - $29,209, 08/26 - $29,209, 08/27 - $29,193, 08/28 - $29,193, 08/29 - $29,202, 08/30 - $29,206, 08/31 - $29,202, 09/01 - $29,202, 09/02 - $29,202, 09/03 - $32,462, 09/04 - $32,466, 09/05 - $32,469, 09/06 - $32,473, 09/07 - $32,466, 09/08 - $32,466, 09/09 - $32,466, 09/10 - $32,465, 09/11 - $32,260, 09/12 - $32,270, 09/13 - $32,267, 09/14 - $37,464, 09/15 - $37,464, 09/16 - $37,464, 09/17 - $37,448, 09/18 - $37,441, 09/19 - $37,444, 09/20 - $37,444, 09/21 - $37,448, 09/22 - $37,448, 09/23 - $37,448, 09/24 - $37,451, 09/25 - $37,457, 09/26 - $37,447, 09/27 - $37,445, 09/28 - $37,435, 09/29 - $37,435, 09/30 - $32,235, 10/01 - $32,222, 10/02 - $37,428, 10/03 - $37,445, 10/04 - $32,247, 10/05 - $32,260, 10/06 - $32,260, 10/07 - $32,260, 10/08 - $32,284, 10/09 - $32,274, 10/10 - $32,275, 10/11 - $29,027, 10/12 - $29,030, 10/13 - $29,030, 10/14 - $29,030, 10/15 - $29,021, 10/16 - $29,024, 10/17 - $29,024, 10/18 - $29,023, 10/19 - $29,020, 10/20 - $22,766, "
